latitude,longitude,year_month,T2M,T2M_MAX
-13.02,-60.01,202401,26.66,34.17
-13.02,-60.01,202402,26.53,35.07
-13.02,-60.01,202403,26.53,34.85
-13.02,-60.01,202404,26.42,33.53
-13.02,-60.01,202405,27.04,35.62
-13.02,-60.01,202406,26.98,35.57
-13.02,-60.01,202407,26.19,36.19
-13.02,-60.01,202408,27.64,37.84
-13.02,-60.01,202409,29.69,38.38
-13.02,-60.01,202410,30.05,38.59
-13.02,-60.01,202411,27.23,35.87
-13.02,-60.01,202412,26.47,34.72
-13.02,-60.01,202413,27.29,38.59
-13.02,-60.11,202301,23.86,29.49
-13.02,-60.11,202302,24.12,30.23
-13.02,-60.11,202303,24.3,31.03
-13.02,-60.11,202304,24.69,31.89
-13.02,-60.11,202305,26.38,34.01
-13.02,-60.11,202306,24.66,33.3
-13.02,-60.11,202307,26.18,35.29
-13.02,-60.11,202308,28.56,37.26
-13.02,-60.11,202309,29.98,38.76
-13.02,-60.11,202310,29.63,40.11
-13.02,-60.11,202311,30.32,39.58
-13.02,-60.11,202312,29.64,38.88
-13.02,-60.11,202313,26.88,40.11
-13.02,-60.11,202401,26.66,34.17
-13.02,-60.11,202402,26.53,35.07
-13.02,-60.11,202403,26.53,34.85
-13.02,-60.11,202404,26.42,33.53
-13.02,-60.11,202405,27.04,35.62
-13.02,-60.11,202406,26.98,35.57
-13.02,-60.11,202407,26.19,36.19
-13.02,-60.11,202408,27.64,37.84
-13.02,-60.11,202409,29.69,38.38
-13.02,-60.11,202410,30.05,38.59
-13.02,-60.11,202411,27.23,35.87
-13.02,-60.11,202412,26.47,34.72
-13.02,-60.11,202413,27.29,38.59
-13.02,-60.21,202301,23.86,29.49
-13.02,-60.21,202302,24.12,30.23
-13.02,-60.21,202303,24.3,31.03
-13.02,-60.21,202304,24.69,31.89
-13.02,-60.21,202305,26.38,34.01
-13.02,-60.21,202306,24.66,33.3
-13.02,-60.21,202307,26.18,35.29
-13.02,-60.21,202308,28.56,37.26
-13.02,-60.21,202309,29.98,38.76
-13.02,-60.21,202310,29.63,40.11
-13.02,-60.21,202311,30.32,39.58
-13.02,-60.21,202312,29.64,38.88
-13.02,-60.21,202313,26.88,40.11
-13.02,-60.21,202401,26.66,34.17
-13.02,-60.21,202402,26.53,35.07
-13.02,-60.21,202403,26.53,34.85
-13.02,-60.21,202404,26.42,33.53
-13.02,-60.21,202405,27.04,35.62
-13.02,-60.21,202406,26.98,35.57
-13.02,-60.21,202407,26.19,36.19
-13.02,-60.21,202408,27.64,37.84
-13.02,-60.21,202409,29.69,38.38
-13.02,-60.21,202410,30.05,38.59
-13.02,-60.21,202411,27.23,35.87
-13.02,-60.21,202412,26.47,34.72
-13.02,-60.21,202413,27.29,38.59
-13.02,-60.31,202301,23.86,29.49
-13.02,-60.31,202302,24.12,30.23
-13.02,-60.31,202303,24.3,31.03
-13.02,-60.31,202304,24.69,31.89
-13.02,-60.31,202305,26.38,34.01
-13.02,-60.31,202306,24.66,33.3
-13.02,-60.31,202307,26.18,35.29
-13.02,-60.31,202308,28.56,37.26
-13.02,-60.31,202309,29.98,38.76
-13.02,-60.31,202310,29.63,40.11
-13.02,-60.31,202311,30.32,39.58
-13.02,-60.31,202312,29.64,38.88
-13.02,-60.31,202313,26.88,40.11
-13.02,-60.31,202401,26.66,34.17
-13.02,-60.31,202402,26.53,35.07
-13.02,-60.31,202403,26.53,34.85
-13.02,-60.31,202404,26.42,33.53
-13.02,-60.31,202405,27.04,35.62
-13.02,-60.31,202406,26.98,35.57
-13.02,-60.31,202407,26.19,36.19
-13.02,-60.31,202408,27.64,37.84
-13.02,-60.31,202409,29.69,38.38
-13.02,-60.31,202410,30.05,38.59
-13.02,-60.31,202411,27.23,35.87
-13.02,-60.31,202412,26.47,34.72
-13.02,-60.31,202413,27.29,38.59
-13.02,-60.41,202301,24.24,29.51
-13.02,-60.41,202302,24.29,30.45
-13.02,-60.41,202303,24.45,31.11
-13.02,-60.41,202304,25.01,32.43
-13.02,-60.41,202305,26.43,35.14
-13.02,-60.41,202306,25.01,34.37
-13.02,-60.41,202307,26.85,36.82
-13.02,-60.41,202308,29.51,38.49
-13.02,-60.41,202309,31.06,40.14
-13.02,-60.41,202310,29.82,41.22
-13.02,-60.41,202311,30.6,40.39
-13.02,-60.41,202312,29.95,39.42
-13.02,-60.41,202313,27.29,41.22
-13.02,-60.41,202401,27.49,35.99
-13.02,-60.41,202402,27.22,36.82
-13.02,-60.41,202403,27.36,36.81
-13.02,-60.41,202404,27.37,35.92
-13.02,-60.41,202405,27.82,37.66
-13.02,-60.41,202406,28.12,37.01
-13.02,-60.41,202407,27.17,37.54
-13.02,-60.41,202408,28.58,39.18
-13.02,-60.41,202409,30.47,39.68
-13.02,-60.41,202410,30.25,39.45
-13.02,-60.41,202411,27.77,36.91
-13.02,-60.41,202412,27.3,36.8
-13.02,-60.41,202413,28.08,39.68
-13.02,-60.51,202301,24.24,29.51
-13.02,-60.51,202302,24.29,30.45
-13.02,-60.51,202303,24.45,31.11
-13.02,-60.51,202304,25.01,32.43
-13.02,-60.51,202305,26.43,35.14
-13.02,-60.51,202306,25.01,34.37
-13.02,-60.51,202307,26.85,36.82
-13.02,-60.51,202308,29.51,38.49
-13.02,-60.51,202309,31.06,40.14
-13.02,-60.51,202310,29.82,41.22
-13.02,-60.51,202311,30.6,40.39
-13.02,-60.51,202312,29.95,39.42
-13.02,-60.51,202313,27.29,41.22
-13.02,-60.51,202401,27.49,35.99
-13.02,-60.51,202402,27.22,36.82
-13.02,-60.51,202403,27.36,36.81
-13.02,-60.51,202404,27.37,35.92
-13.02,-60.51,202405,27.82,37.66
-13.02,-60.51,202406,28.12,37.01
-13.02,-60.51,202407,27.17,37.54
-13.02,-60.51,202408,28.58,39.18
-13.02,-60.51,202409,30.47,39.68
-13.02,-60.51,202410,30.25,39.45
-13.02,-60.51,202411,27.77,36.91
-13.02,-60.51,202412,27.3,36.8
-13.02,-60.51,202413,28.08,39.68
-13.02,-60.61,202301,24.24,29.51
-13.02,-60.61,202302,24.29,30.45
-13.02,-60.61,202303,24.45,31.11
-13.02,-60.61,202304,25.01,32.43
-13.02,-60.61,202305,26.43,35.14
-13.02,-60.61,202306,25.01,34.37
-13.02,-60.61,202307,26.85,36.82
-13.02,-60.61,202308,29.51,38.49
-13.02,-60.61,202309,31.06,40.14
-13.02,-60.61,202310,29.82,41.22
-13.02,-60.61,202311,30.6,40.39
-13.02,-60.61,202312,29.95,39.42
-13.02,-60.61,202313,27.29,41.22
-13.02,-60.61,202401,27.49,35.99
-13.02,-60.61,202402,27.22,36.82
-13.02,-60.61,202403,27.36,36.81
-13.02,-60.61,202404,27.37,35.92
-13.02,-60.61,202405,27.82,37.66
-13.02,-60.61,202406,28.12,37.01
-13.02,-60.61,202407,27.17,37.54
-13.02,-60.61,202408,28.58,39.18
-13.02,-60.61,202409,30.47,39.68
-13.02,-60.61,202410,30.25,39.45
-13.02,-60.61,202411,27.77,36.91
-13.02,-60.61,202412,27.3,36.8
-13.02,-60.61,202413,28.08,39.68
-13.02,-60.71,202301,24.24,29.51
-13.02,-60.71,202302,24.29,30.45
-13.02,-60.71,202303,24.45,31.11
-13.02,-60.71,202304,25.01,32.43
-13.02,-60.71,202305,26.43,35.14
-13.02,-60.71,202306,25.01,34.37
-13.02,-60.71,202307,26.85,36.82
-13.02,-60.71,202308,29.51,38.49
-13.02,-60.71,202309,31.06,40.14
-13.02,-60.71,202310,29.82,41.22
-13.02,-60.71,202311,30.6,40.39
-13.02,-60.71,202312,29.95,39.42
-13.02,-60.71,202313,27.29,41.22
-13.02,-60.71,202401,27.49,35.99
-13.02,-60.71,202402,27.22,36.82
-13.02,-60.71,202403,27.36,36.81
-13.02,-60.71,202404,27.37,35.92
-13.02,-60.71,202405,27.82,37.66
-13.02,-60.71,202406,28.12,37.01
-13.02,-60.71,202407,27.17,37.54
-13.02,-60.71,202408,28.58,39.18
-13.02,-60.71,202409,30.47,39.68
-13.02,-60.71,202410,30.25,39.45
-13.02,-60.71,202411,27.77,36.91
-13.02,-60.71,202412,27.3,36.8
-13.02,-60.71,202413,28.08,39.68
-13.02,-60.81,202301,24.24,29.51
-13.02,-60.81,202302,24.29,30.45
-13.02,-60.81,202303,24.45,31.11
-13.02,-60.81,202304,25.01,32.43
-13.02,-60.81,202305,26.43,35.14
-13.02,-60.81,202306,25.01,34.37
-13.02,-60.81,202307,26.85,36.82
-13.02,-60.81,202308,29.51,38.49
-13.02,-60.81,202309,31.06,40.14
-13.02,-60.81,202310,29.82,41.22
-13.02,-60.81,202311,30.6,40.39
-13.02,-60.81,202312,29.95,39.42
-13.02,-60.81,202313,27.29,41.22
-13.02,-60.81,202401,27.49,35.99
-13.02,-60.81,202402,27.22,36.82
-13.02,-60.81,202403,27.36,36.81
-13.02,-60.81,202404,27.37,35.92
-13.02,-60.81,202405,27.82,37.66
-13.02,-60.81,202406,28.12,37.01
-13.02,-60.81,202407,27.17,37.54
-13.02,-60.81,202408,28.58,39.18
-13.02,-60.81,202409,30.47,39.68
-13.02,-60.81,202410,30.25,39.45
-13.02,-60.81,202411,27.77,36.91
-13.02,-60.81,202412,27.3,36.8
-13.02,-60.81,202413,28.08,39.68
-13.02,-60.91,202301,24.24,29.51
-13.02,-60.91,202302,24.29,30.45
-13.02,-60.91,202303,24.45,31.11
-13.02,-60.91,202304,25.01,32.43
-13.02,-60.91,202305,26.43,35.14
-13.02,-60.91,202306,25.01,34.37
-13.02,-60.91,202307,26.85,36.82
-13.02,-60.91,202308,29.51,38.49
-13.02,-60.91,202309,31.06,40.14
-13.02,-60.91,202310,29.82,41.22
-13.02,-60.91,202311,30.6,40.39
-13.02,-60.91,202312,29.95,39.42
-13.02,-60.91,202313,27.29,41.22
-13.02,-60.91,202401,27.49,35.99
-13.02,-60.91,202402,27.22,36.82
-13.02,-60.91,202403,27.36,36.81
-13.02,-60.91,202404,27.37,35.92
-13.02,-60.91,202405,27.82,37.66
-13.02,-60.91,202406,28.12,37.01
-13.02,-60.91,202407,27.17,37.54
-13.02,-60.91,202408,28.58,39.18
-13.02,-60.91,202409,30.47,39.68
-13.02,-60.91,202410,30.25,39.45
-13.02,-60.91,202411,27.77,36.91
-13.02,-60.91,202412,27.3,36.8
-13.02,-60.91,202413,28.08,39.68
-13.02,-61.01,202301,25.04,30.06
-13.02,-61.01,202302,24.9,30.56
-13.02,-61.01,202303,25.21,30.7
-13.02,-61.01,202304,25.46,31.75
-13.02,-61.01,202305,26.89,35.06
-13.02,-61.01,202306,25.91,35.28
-13.02,-61.01,202307,27.88,37.75
-13.02,-61.01,202308,30.92,39.33
-13.02,-61.01,202309,32.67,41.36
-13.02,-61.01,202310,31.16,41.99
-13.02,-61.01,202311,31.2,41.19
-13.02,-61.01,202312,30.73,39.98
-13.02,-61.01,202313,28.18,41.99
-13.02,-61.01,202401,28.62,36.81
-13.02,-61.01,202402,28.15,37.48
-13.02,-61.01,202403,28.23,37.47
-13.02,-61.01,202404,28.01,36.64
-13.02,-61.01,202405,28.14,37.7
-13.02,-61.01,202406,29.02,37.34
-13.02,-61.01,202407,28.05,38.53
-13.02,-61.01,202408,29.57,39.75
-13.02,-61.01,202409,31.27,40.38
-13.02,-61.01,202410,30.94,40.39
-13.02,-61.01,202411,28.86,38.11
-13.02,-61.01,202412,28.26,37.97
-13.02,-61.01,202413,28.93,40.39
-13.12,-59.61,202301,24.11,30.0
-13.12,-59.61,202302,24.51,30.87
-13.12,-59.61,202303,24.53,31.81
-13.12,-59.61,202304,24.77,33.42
-13.12,-59.61,202305,26.39,35.1
-13.12,-59.61,202306,24.37,34.09
-13.12,-59.61,202307,25.95,35.96
-13.12,-59.61,202308,28.83,37.9
-13.12,-59.61,202309,29.96,39.46
-13.12,-59.61,202310,29.89,40.61
-13.12,-59.61,202311,30.14,40.45
-13.12,-59.61,202312,29.66,39.68
-13.12,-59.61,202313,26.94,40.61
-13.12,-59.61,202401,26.62,34.67
-13.12,-59.61,202402,26.57,35.29
-13.12,-59.61,202403,26.57,35.46
-13.12,-59.61,202404,26.44,33.82
-13.12,-59.61,202405,26.91,36.23
-13.12,-59.61,202406,26.8,35.94
-13.12,-59.61,202407,26.1,36.47
-13.12,-59.61,202408,27.71,38.51
-13.12,-59.61,202409,29.91,38.91
-13.12,-59.61,202410,30.09,39.08
-13.12,-59.61,202411,27.06,36.25
-13.12,-59.61,202412,26.32,35.27
-13.12,-59.61,202413,27.26,39.08
-13.12,-59.71,202301,23.86,29.49
-13.12,-59.71,202302,24.12,30.23
-13.12,-59.71,202303,24.3,31.03
-13.12,-59.71,202304,24.69,31.89
-13.12,-59.71,202305,26.38,34.01
-13.12,-59.71,202306,24.66,33.3
-13.12,-59.71,202307,26.18,35.29
-13.12,-59.71,202308,28.56,37.26
-13.12,-59.71,202309,29.98,38.76
-13.12,-59.71,202310,29.63,40.11
-13.12,-59.71,202311,30.32,39.58
-13.12,-59.71,202312,29.64,38.88
-13.12,-59.71,202313,26.88,40.11
-13.12,-59.71,202401,26.66,34.17
-13.12,-59.71,202402,26.53,35.07
-13.12,-59.71,202403,26.53,34.85
-13.12,-59.71,202404,26.42,33.53
-13.12,-59.71,202405,27.04,35.62
-13.12,-59.71,202406,26.98,35.57
-13.12,-59.71,202407,26.19,36.19
-13.12,-59.71,202408,27.64,37.84
-13.12,-59.71,202409,29.69,38.38
-13.12,-59.71,202410,30.05,38.59
-13.12,-59.71,202411,27.23,35.87
-13.12,-59.71,202412,26.47,34.72
-13.12,-59.71,202413,27.29,38.59
-13.12,-59.81,202301,23.86,29.49
-13.12,-59.81,202302,24.12,30.23
-13.12,-59.81,202303,24.3,31.03
-13.12,-59.81,202304,24.69,31.89
-13.12,-59.81,202305,26.38,34.01
-13.12,-59.81,202306,24.66,33.3
-13.12,-59.81,202307,26.18,35.29
-13.12,-59.81,202308,28.56,37.26
-13.12,-59.81,202309,29.98,38.76
-13.12,-59.81,202310,29.63,40.11
-13.12,-59.81,202311,30.32,39.58
-13.12,-59.81,202312,29.64,38.88
-13.12,-59.81,202313,26.88,40.11
-13.12,-59.81,202401,26.66,34.17
-13.12,-59.81,202402,26.53,35.07
-13.12,-59.81,202403,26.53,34.85
-13.12,-59.81,202404,26.42,33.53
-13.12,-59.81,202405,27.04,35.62
-13.12,-59.81,202406,26.98,35.57
-13.12,-59.81,202407,26.19,36.19
-13.12,-59.81,202408,27.64,37.84
-13.12,-59.81,202409,29.69,38.38
-13.12,-59.81,202410,30.05,38.59
-13.12,-59.81,202411,27.23,35.87
-13.12,-59.81,202412,26.47,34.72
-13.12,-59.81,202413,27.29,38.59
-13.12,-59.91,202301,23.86,29.49
-13.12,-59.91,202302,24.12,30.23
-13.12,-59.91,202303,24.3,31.03
-13.12,-59.91,202304,24.69,31.89
-13.12,-59.91,202305,26.38,34.01
-13.12,-59.91,202306,24.66,33.3
-13.12,-59.91,202307,26.18,35.29
-13.12,-59.91,202308,28.56,37.26
-13.12,-59.91,202309,29.98,38.76
-13.12,-59.91,202310,29.63,40.11
-13.12,-59.91,202311,30.32,39.58
-13.12,-59.91,202312,29.64,38.88
-13.12,-59.91,202313,26.88,40.11
-13.12,-59.91,202401,26.66,34.17
-13.12,-59.91,202402,26.53,35.07
-13.12,-59.91,202403,26.53,34.85
-13.12,-59.91,202404,26.42,33.53
-13.12,-59.91,202405,27.04,35.62
-13.12,-59.91,202406,26.98,35.57
-13.12,-59.91,202407,26.19,36.19
-13.12,-59.91,202408,27.64,37.84
-13.12,-59.91,202409,29.69,38.38
-13.12,-59.91,202410,30.05,38.59
-13.12,-59.91,202411,27.23,35.87
-13.12,-59.91,202412,26.47,34.72
-13.12,-59.91,202413,27.29,38.59
-13.12,-60.01,202301,23.86,29.49
-13.12,-60.01,202302,24.12,30.23
-13.12,-60.01,202303,24.3,31.03
-13.12,-60.01,202304,24.69,31.89
-13.12,-60.01,202305,26.38,34.01
-13.12,-60.01,202306,24.66,33.3
-13.12,-60.01,202307,26.18,35.29
-13.12,-60.01,202308,28.56,37.26
-13.12,-60.01,202309,29.98,38.76
-13.12,-60.01,202310,29.63,40.11
-13.12,-60.01,202311,30.32,39.58
-13.12,-60.01,202312,29.64,38.88
-13.12,-60.01,202313,26.88,40.11
-13.12,-60.01,202401,26.66,34.17
-13.12,-60.01,202402,26.53,35.07
-13.12,-60.01,202403,26.53,34.85
-13.12,-60.01,202404,26.42,33.53
-13.12,-60.01,202405,27.04,35.62
-13.12,-60.01,202406,26.98,35.57
-13.12,-60.01,202407,26.19,36.19
-13.12,-60.01,202408,27.64,37.84
-13.12,-60.01,202409,29.69,38.38
-13.12,-60.01,202410,30.05,38.59
-13.12,-60.01,202411,27.23,35.87
-13.12,-60.01,202412,26.47,34.72
-13.12,-60.01,202413,27.29,38.59
-13.12,-60.11,202301,23.86,29.49
-13.12,-60.11,202302,24.12,30.23
-13.12,-60.11,202303,24.3,31.03
-13.12,-60.11,202304,24.69,31.89
-13.12,-60.11,202305,26.38,34.01
-13.12,-60.11,202306,24.66,33.3
-13.12,-60.11,202307,26.18,35.29
-13.12,-60.11,202308,28.56,37.26
-13.12,-60.11,202309,29.98,38.76
-13.12,-60.11,202310,29.63,40.11
-13.12,-60.11,202311,30.32,39.58
-13.12,-60.11,202312,29.64,38.88
-13.12,-60.11,202313,26.88,40.11
-13.12,-60.11,202401,26.66,34.17
-13.12,-60.11,202402,26.53,35.07
-13.12,-60.11,202403,26.53,34.85
-13.12,-60.11,202404,26.42,33.53
-13.12,-60.11,202405,27.04,35.62
-13.12,-60.11,202406,26.98,35.57
-13.12,-60.11,202407,26.19,36.19
-13.12,-60.11,202408,27.64,37.84
-13.12,-60.11,202409,29.69,38.38
-13.12,-60.11,202410,30.05,38.59
-13.12,-60.11,202411,27.23,35.87
-13.12,-60.11,202412,26.47,34.72
-13.12,-60.11,202413,27.29,38.59
-13.12,-60.21,202301,23.86,29.49
-13.12,-60.21,202302,24.12,30.23
-13.12,-60.21,202303,24.3,31.03
-13.12,-60.21,202304,24.69,31.89
-13.12,-60.21,202305,26.38,34.01
-13.12,-60.21,202306,24.66,33.3
-13.12,-60.21,202307,26.18,35.29
-13.12,-60.21,202308,28.56,37.26
-13.12,-60.21,202309,29.98,38.76
-13.12,-60.21,202310,29.63,40.11
-13.12,-60.21,202311,30.32,39.58
-13.12,-60.21,202312,29.64,38.88
-13.12,-60.21,202313,26.88,40.11
-13.12,-60.21,202401,26.66,34.17
-13.12,-60.21,202402,26.53,35.07
-13.12,-60.21,202403,26.53,34.85
-13.12,-60.21,202404,26.42,33.53
-13.12,-60.21,202405,27.04,35.62
-13.12,-60.21,202406,26.98,35.57
-13.12,-60.21,202407,26.19,36.19
-13.12,-60.21,202408,27.64,37.84
-13.12,-60.21,202409,29.69,38.38
-13.12,-60.21,202410,30.05,38.59
-13.12,-60.21,202411,27.23,35.87
-13.12,-60.21,202412,26.47,34.72
-13.12,-60.21,202413,27.29,38.59
-13.12,-60.31,202301,23.86,29.49
-13.12,-60.31,202302,24.12,30.23
-13.12,-60.31,202303,24.3,31.03
-13.12,-60.31,202304,24.69,31.89
-13.12,-60.31,202305,26.38,34.01
-13.12,-60.31,202306,24.66,33.3
-13.12,-60.31,202307,26.18,35.29
-13.12,-60.31,202308,28.56,37.26
-13.12,-60.31,202309,29.98,38.76
-13.12,-60.31,202310,29.63,40.11
-13.12,-60.31,202311,30.32,39.58
-13.12,-60.31,202312,29.64,38.88
-13.12,-60.31,202313,26.88,40.11
-13.12,-60.31,202401,26.66,34.17
-13.12,-60.31,202402,26.53,35.07
-13.12,-60.31,202403,26.53,34.85
-13.12,-60.31,202404,26.42,33.53
-13.12,-60.31,202405,27.04,35.62
-13.12,-60.31,202406,26.98,35.57
-13.12,-60.31,202407,26.19,36.19
-13.12,-60.31,202408,27.64,37.84
-13.12,-60.31,202409,29.69,38.38
-13.12,-60.31,202410,30.05,38.59
-13.12,-60.31,202411,27.23,35.87
-13.12,-60.31,202412,26.47,34.72
-13.12,-60.31,202413,27.29,38.59
-13.12,-60.41,202301,24.24,29.51
-13.12,-60.41,202302,24.29,30.45
-13.12,-60.41,202303,24.45,31.11
-13.12,-60.41,202304,25.01,32.43
-13.12,-60.41,202305,26.43,35.14
-13.12,-60.41,202306,25.01,34.37
-13.12,-60.41,202307,26.85,36.82
-13.12,-60.41,202308,29.51,38.49
-13.12,-60.41,202309,31.06,40.14
-13.12,-60.41,202310,29.82,41.22
-13.12,-60.41,202311,30.6,40.39
-13.12,-60.41,202312,29.95,39.42
-13.12,-60.41,202313,27.29,41.22
-13.12,-60.41,202401,27.49,35.99
-13.12,-60.41,202402,27.22,36.82
-13.12,-60.41,202403,27.36,36.81
-13.12,-60.41,202404,27.37,35.92
-13.12,-60.41,202405,27.82,37.66
-13.12,-60.41,202406,28.12,37.01
-13.12,-60.41,202407,27.17,37.54
-13.12,-60.41,202408,28.58,39.18
-13.12,-60.41,202409,30.47,39.68
-13.12,-60.41,202410,30.25,39.45
-13.12,-60.41,202411,27.77,36.91
-13.12,-60.41,202412,27.3,36.8
-13.12,-60.41,202413,28.08,39.68
-13.12,-60.51,202301,24.24,29.51
-13.12,-60.51,202302,24.29,30.45
-13.12,-60.51,202303,24.45,31.11
-13.12,-60.51,202304,25.01,32.43
-13.12,-60.51,202305,26.43,35.14
-13.12,-60.51,202306,25.01,34.37
-13.12,-60.51,202307,26.85,36.82
-13.12,-60.51,202308,29.51,38.49
-13.12,-60.51,202309,31.06,40.14
-13.12,-60.51,202310,29.82,41.22
-13.12,-60.51,202311,30.6,40.39
-13.12,-60.51,202312,29.95,39.42
-13.12,-60.51,202313,27.29,41.22
-13.12,-60.51,202401,27.49,35.99
-13.12,-60.51,202402,27.22,36.82
-13.12,-60.51,202403,27.36,36.81
-13.12,-60.51,202404,27.37,35.92
-13.12,-60.51,202405,27.82,37.66
-13.12,-60.51,202406,28.12,37.01
-13.12,-60.51,202407,27.17,37.54
-13.12,-60.51,202408,28.58,39.18
-13.12,-60.51,202409,30.47,39.68
-13.12,-60.51,202410,30.25,39.45
-13.12,-60.51,202411,27.77,36.91
-13.12,-60.51,202412,27.3,36.8
-13.12,-60.51,202413,28.08,39.68
-13.12,-60.61,202301,24.24,29.51
-13.12,-60.61,202302,24.29,30.45
-13.12,-60.61,202303,24.45,31.11
-13.12,-60.61,202304,25.01,32.43
-13.12,-60.61,202305,26.43,35.14
-13.12,-60.61,202306,25.01,34.37
-13.12,-60.61,202307,26.85,36.82
-13.12,-60.61,202308,29.51,38.49
-13.12,-60.61,202309,31.06,40.14
-13.12,-60.61,202310,29.82,41.22
-13.12,-60.61,202311,30.6,40.39
-13.12,-60.61,202312,29.95,39.42
-13.12,-60.61,202313,27.29,41.22
-13.12,-60.61,202401,27.49,35.99
-13.12,-60.61,202402,27.22,36.82
-13.12,-60.61,202403,27.36,36.81
-13.12,-60.61,202404,27.37,35.92
-13.12,-60.61,202405,27.82,37.66
-13.12,-60.61,202406,28.12,37.01
-13.12,-60.61,202407,27.17,37.54
-13.12,-60.61,202408,28.58,39.18
-13.12,-60.61,202409,30.47,39.68
-13.12,-60.61,202410,30.25,39.45
-13.12,-60.61,202411,27.77,36.91
-13.12,-60.61,202412,27.3,36.8
-13.12,-60.61,202413,28.08,39.68
-13.12,-60.71,202301,24.24,29.51
-13.12,-60.71,202302,24.29,30.45
-13.12,-60.71,202303,24.45,31.11
-13.12,-60.71,202304,25.01,32.43
-13.12,-60.71,202305,26.43,35.14
-13.12,-60.71,202306,25.01,34.37
-13.12,-60.71,202307,26.85,36.82
-13.12,-60.71,202308,29.51,38.49
-13.12,-60.71,202309,31.06,40.14
-13.12,-60.71,202310,29.82,41.22
-13.12,-60.71,202311,30.6,40.39
-13.12,-60.71,202312,29.95,39.42
-13.12,-60.71,202313,27.29,41.22
-13.12,-60.71,202401,27.49,35.99
-13.12,-60.71,202402,27.22,36.82
-13.12,-60.71,202403,27.36,36.81
-13.12,-60.71,202404,27.37,35.92
-13.12,-60.71,202405,27.82,37.66
-13.12,-60.71,202406,28.12,37.01
-13.12,-60.71,202407,27.17,37.54
-13.12,-60.71,202408,28.58,39.18
-13.12,-60.71,202409,30.47,39.68
-13.12,-60.71,202410,30.25,39.45
-13.12,-60.71,202411,27.77,36.91
-13.12,-60.71,202412,27.3,36.8
-13.12,-60.71,202413,28.08,39.68
-13.12,-60.81,202301,24.24,29.51
-13.12,-60.81,202302,24.29,30.45
-13.12,-60.81,202303,24.45,31.11
-13.12,-60.81,202304,25.01,32.43
-13.12,-60.81,202305,26.43,35.14
-13.12,-60.81,202306,25.01,34.37
-13.12,-60.81,202307,26.85,36.82
-13.12,-60.81,202308,29.51,38.49
-13.12,-60.81,202309,31.06,40.14
-13.12,-60.81,202310,29.82,41.22
-13.12,-60.81,202311,30.6,40.39
-13.12,-60.81,202312,29.95,39.42
-13.12,-60.81,202313,27.29,41.22
-13.12,-60.81,202401,27.49,35.99
-13.12,-60.81,202402,27.22,36.82
-13.12,-60.81,202403,27.36,36.81
-13.12,-60.81,202404,27.37,35.92
-13.12,-60.81,202405,27.82,37.66
-13.12,-60.81,202406,28.12,37.01
-13.12,-60.81,202407,27.17,37.54
-13.12,-60.81,202408,28.58,39.18
-13.12,-60.81,202409,30.47,39.68
-13.12,-60.81,202410,30.25,39.45
-13.12,-60.81,202411,27.77,36.91
-13.12,-60.81,202412,27.3,36.8
-13.12,-60.81,202413,28.08,39.68
-13.12,-60.91,202301,24.24,29.51
-13.12,-60.91,202302,24.29,30.45
-13.12,-60.91,202303,24.45,31.11
-13.12,-60.91,202304,25.01,32.43
-13.12,-60.91,202305,26.43,35.14
-13.12,-60.91,202306,25.01,34.37
-13.12,-60.91,202307,26.85,36.82
-13.12,-60.91,202308,29.51,38.49
-13.12,-60.91,202309,31.06,40.14
-13.12,-60.91,202310,29.82,41.22
-13.12,-60.91,202311,30.6,40.39
-13.12,-60.91,202312,29.95,39.42
-13.12,-60.91,202313,27.29,41.22
-13.12,-60.91,202401,27.49,35.99
-13.12,-60.91,202402,27.22,36.82
-13.12,-60.91,202403,27.36,36.81
-13.12,-60.91,202404,27.37,35.92
-13.12,-60.91,202405,27.82,37.66
-13.12,-60.91,202406,28.12,37.01
-13.12,-60.91,202407,27.17,37.54
-13.12,-60.91,202408,28.58,39.18
-13.12,-60.91,202409,30.47,39.68
-13.12,-60.91,202410,30.25,39.45
-13.12,-60.91,202411,27.77,36.91
-13.12,-60.91,202412,27.3,36.8
-13.12,-60.91,202413,28.08,39.68
-13.12,-61.01,202301,25.04,30.06
-13.12,-61.01,202302,24.9,30.56
-13.12,-61.01,202303,25.21,30.7
-13.12,-61.01,202304,25.46,31.75
-13.12,-61.01,202305,26.89,35.06
-13.12,-61.01,202306,25.91,35.28
-13.12,-61.01,202307,27.88,37.75
-13.12,-61.01,202308,30.92,39.33
-13.12,-61.01,202309,32.67,41.36
-13.12,-61.01,202310,31.16,41.99
-13.12,-61.01,202311,31.2,41.19
-13.12,-61.01,202312,30.73,39.98
-13.12,-61.01,202313,28.18,41.99
-13.12,-61.01,202401,28.62,36.81
-13.12,-61.01,202402,28.15,37.48
-13.12,-61.01,202403,28.23,37.47
-13.12,-61.01,202404,28.01,36.64
-13.12,-61.01,202405,28.14,37.7
-13.12,-61.01,202406,29.02,37.34
-13.12,-61.01,202407,28.05,38.53
-13.12,-61.01,202408,29.57,39.75
-13.12,-61.01,202409,31.27,40.38
-13.12,-61.01,202410,30.94,40.39
-13.12,-61.01,202411,28.86,38.11
-13.12,-61.01,202412,28.26,37.97
-13.12,-61.01,202413,28.93,40.39
-13.22,-59.61,202301,24.11,30.0
-13.22,-59.61,202302,24.51,30.87
